"customerID","InvoiceDate","DueDate","SettledDate","InvoiceAmount","DaysLate","On Time"
"5164-VMYWJ","1/14/2013","2/13/2013","2/9/2013","51.86","0","On Time"
"3598-DNURW","7/20/2012","8/19/2012","8/13/2012","84.54","0","On Time"
"6833-ETVHD","5/1/2012","5/31/2012","5/21/2012","93.7","0","On Time"
"7260-ZHAKS","11/6/2013","12/6/2013","11/27/2013","56.24","0","On Time"
"7372-CESLR","3/18/2012","4/17/2012","4/9/2012","30.08","0","On Time"
"0688-XNJRO","3/26/2013","4/25/2013","5/27/2013","55.16","32","31-60 days"
"7938-EVASK","6/22/2013","7/22/2013","7/27/2013","38.81","5","1-30 days"
"6077-FDQRK","5/14/2013","6/13/2013","5/28/2013","43.07","0","On Time"
"2423-QOKIO","12/28/2012","1/27/2013","1/22/2013","96.31","0","On Time"
"3568-JJMFW","10/5/2012","11/4/2012","10/28/2012","83.13","0","On Time"
"6627-ELFBK","2/13/2013","3/15/2013","2/25/2013","57.35","0","On Time"
"2423-QOKIO","6/1/2013","7/1/2013","6/18/2013","77.98","0","On Time"
"6048-QPZCF","6/9/2013","7/9/2013","6/27/2013","77.08","0","On Time"
"3448-OWJOT","9/14/2013","10/14/2013","10/16/2013","60.14","2","1-30 days"
"8389-TCXFQ","6/11/2013","7/11/2013","7/6/2013","88.19","0","On Time"
"2676-DZINU","11/15/2012","12/15/2012","12/6/2012","55.93","0","On Time"
"9460-VAZGD","8/20/2012","9/19/2012","9/6/2012","52.05","0","On Time"
"0688-XNJRO","11/14/2012","12/14/2012","12/25/2012","23.05","11","1-30 days"
"5875-VZQCZ","3/25/2013","4/24/2013","5/6/2013","50.79","12","1-30 days"
"4632-QZOKX","3/25/2013","4/24/2013","4/25/2013","64.32","1","1-30 days"
"0379-NEVHP","6/24/2013","7/24/2013","7/11/2013","61.66","0","On Time"
"7209-MDWKR","7/23/2013","8/22/2013","8/18/2013","56.03","0","On Time"
"4460-ZXNDN","4/28/2013","5/28/2013","6/1/2013","62.63","4","1-30 days"
"1168-BEASA","6/12/2013","7/12/2013","7/3/2013","26.8","0","On Time"
"2687-XWAMA","4/15/2013","5/15/2013","4/25/2013","55.33","0","On Time"
"9460-VAZGD","10/28/2012","11/27/2012","11/22/2012","45.13","0","On Time"
"7695-NKUXM","3/20/2013","4/19/2013","3/24/2013","49.9","0","On Time"
"7938-EVASK","1/16/2012","2/15/2012","2/20/2012","87.78","5","1-30 days"
"7841-HROAQ","7/2/2012","8/1/2012","7/28/2012","89.14","0","On Time"
"5164-VMYWJ","3/3/2013","4/2/2013","3/25/2013","79.74","0","On Time"
"0709-LZRJV","2/19/2012","3/20/2012","3/25/2012","62.85","5","1-30 days"
"8389-TCXFQ","4/18/2013","5/18/2013","5/8/2013","50.37","0","On Time"
"5196-TWQXF","10/28/2013","11/27/2013","11/13/2013","54.07","0","On Time"
"1080-NDGAE","7/15/2012","8/14/2012","8/13/2012","61.48","0","On Time"
"2820-XGXSB","5/24/2013","6/23/2013","5/28/2013","61.45","0","On Time"
"9212-BTDMX","1/28/2012","2/27/2012","2/13/2012","74.25","0","On Time"
"6077-FDQRK","11/21/2012","12/21/2012","12/7/2012","33.36","0","On Time"
"8102-ABPKQ","5/10/2012","6/9/2012","6/23/2012","68.21","14","1-30 days"
"9117-LYRCE","1/2/2013","2/1/2013","2/6/2013","49.59","5","1-30 days"
"9928-IJYBQ","6/27/2012","7/27/2012","7/31/2012","45.75","4","1-30 days"
"9322-YCTQO","3/26/2012","4/25/2012","5/6/2012","95.94","11","1-30 days"
"3598-DNURW","11/5/2013","12/5/2013","11/22/2013","90.41","0","On Time"
"6708-DPYTF","5/5/2013","6/4/2013","6/3/2013","76.49","0","On Time"
"8976-AMJEO","3/25/2012","4/24/2012","4/18/2012","67.41","0","On Time"
"0709-LZRJV","11/24/2013","12/24/2013","12/24/2013","56.29","0","On Time"
"5875-VZQCZ","5/22/2013","6/21/2013","7/8/2013","66.06","17","1-30 days"
"7050-KQLDO","9/19/2012","10/19/2012","10/13/2012","52.53","0","On Time"
"7372-CESLR","10/28/2012","11/27/2012","11/25/2012","12.7","0","On Time"
"7329-TWKLF","6/30/2012","7/30/2012","7/23/2012","74.22","0","On Time"
"7372-CESLR","11/28/2012","12/28/2012","12/31/2012","41.76","3","1-30 days"
"7209-MDWKR","12/17/2012","1/16/2013","2/1/2013","66.75","16","1-30 days"
"1080-NDGAE","8/5/2013","9/4/2013","9/8/2013","92.16","4","1-30 days"
"7245-CKNCN","1/4/2012","2/3/2012","1/28/2012","67.71","0","On Time"
"5148-SYKLB","10/31/2013","11/30/2013","11/22/2013","91.26","0","On Time"
"6627-ELFBK","12/17/2012","1/16/2013","1/3/2013","98.73","0","On Time"
"1080-NDGAE","10/11/2013","11/10/2013","10/23/2013","76.07","0","On Time"
"6177-VTITE","6/22/2013","7/22/2013","7/16/2013","36.62","0","On Time"
"7260-ZHAKS","4/30/2013","5/30/2013","5/30/2013","59.78","0","On Time"
"7695-NKUXM","3/19/2012","4/18/2012","4/6/2012","57.21","0","On Time"
"8389-TCXFQ","1/12/2013","2/11/2013","2/17/2013","60.35","6","1-30 days"
"7758-WKLVM","3/19/2013","4/18/2013","5/11/2013","72.5","23","1-30 days"
"9460-VAZGD","1/5/2012","2/4/2012","1/19/2012","32.28","0","On Time"
"3271-HYHDN","4/10/2012","5/10/2012","4/15/2012","39.35","0","On Time"
"5920-DPXLN","6/11/2013","7/11/2013","6/21/2013","53.09","0","On Time"
"5164-VMYWJ","8/21/2013","9/20/2013","9/12/2013","61.41","0","On Time"
"0688-XNJRO","8/22/2013","9/21/2013","9/26/2013","36.6","5","1-30 days"
"6632-CGYHU","9/6/2013","10/6/2013","9/13/2013","56.5","0","On Time"
"2824-HJQPP","1/6/2013","2/5/2013","1/30/2013","70.5","0","On Time"
"9181-HEKGV","5/18/2013","6/17/2013","7/15/2013","99.85","28","1-30 days"
"8942-ERSWK","5/26/2013","6/25/2013","5/31/2013","7.47","0","On Time"
"1168-BEASA","6/11/2013","7/11/2013","7/3/2013","82.63","0","On Time"
"5920-DPXLN","12/30/2012","1/29/2013","1/14/2013","50.34","0","On Time"
"6831-FIODB","8/13/2013","9/12/2013","9/1/2013","35.74","0","On Time"
"7372-CESLR","6/3/2013","7/3/2013","6/24/2013","34.89","0","On Time"
"8976-AMJEO","5/12/2012","6/11/2012","6/2/2012","103.67","0","On Time"
"7856-ODQFO","3/8/2013","4/7/2013","4/24/2013","57.96","17","1-30 days"
"0379-NEVHP","2/12/2012","3/13/2012","2/28/2012","28.21","0","On Time"
"6632-CGYHU","5/20/2012","6/19/2012","6/1/2012","56.03","0","On Time"
"8364-UWVLM","11/12/2012","12/12/2012","12/8/2012","92.03","0","On Time"
"7209-MDWKR","8/20/2012","9/19/2012","9/17/2012","75.55","0","On Time"
"7600-OISKG","2/18/2013","3/20/2013","3/7/2013","45.51","0","On Time"
"2026-XLBER","4/26/2013","5/26/2013","5/25/2013","103.54","0","On Time"
"9250-VHLWY","2/20/2012","3/21/2012","3/18/2012","68.41","0","On Time"
"5148-SYKLB","5/10/2013","6/9/2013","6/11/2013","86.41","2","1-30 days"
"1604-LIFKX","1/29/2013","2/28/2013","3/11/2013","79.37","11","1-30 days"
"8887-NCUZC","2/3/2013","3/5/2013","3/18/2013","37.17","13","1-30 days"
"2676-DZINU","5/28/2012","6/27/2012","6/10/2012","56.56","0","On Time"
"9928-IJYBQ","4/3/2013","5/3/2013","5/9/2013","83.95","6","1-30 days"
"0379-NEVHP","8/11/2013","9/10/2013","8/21/2013","47.08","0","On Time"
"9758-AIEIK","5/25/2012","6/24/2012","6/11/2012","51.34","0","On Time"
"6632-CGYHU","10/25/2012","11/24/2012","11/9/2012","83.68","0","On Time"
"9174-IYKOC","3/2/2012","4/1/2012","4/2/2012","53.79","1","1-30 days"
"2824-HJQPP","2/27/2013","3/29/2013","3/18/2013","64.54","0","On Time"
"4640-FGEJI","4/2/2013","5/2/2013","4/21/2013","94.62","0","On Time"
"7228-LEPPM","2/9/2013","3/11/2013","3/14/2013","34.7","3","1-30 days"
"8389-TCXFQ","3/1/2013","3/31/2013","4/13/2013","53.38","13","1-30 days"
"7758-WKLVM","10/9/2012","11/8/2012","11/10/2012","56.82","2","1-30 days"
"9117-LYRCE","3/1/2013","3/31/2013","4/30/2013","58.69","30","1-30 days"
"9014-WENVB","11/22/2012","12/22/2012","12/24/2012","89.68","2","1-30 days"
"8364-UWVLM","2/6/2013","3/8/2013","3/8/2013","91.59","0","On Time"
"6627-ELFBK","8/1/2013","8/31/2013","8/23/2013","86.83","0","On Time"
"8102-ABPKQ","4/8/2013","5/8/2013","5/8/2013","56.01","0","On Time"
"9014-WENVB","1/17/2012","2/16/2012","2/15/2012","69.99","0","On Time"
"7600-OISKG","8/4/2013","9/3/2013","9/2/2013","90.54","0","On Time"
"8942-ERSWK","9/18/2012","10/18/2012","9/30/2012","13.06","0","On Time"
"3568-JJMFW","3/30/2012","4/29/2012","4/29/2012","36.21","0","On Time"
"7209-MDWKR","6/19/2013","7/19/2013","7/12/2013","36.23","0","On Time"
"8942-ERSWK","5/25/2013","6/24/2013","6/2/2013","51.6","0","On Time"
"9250-VHLWY","9/15/2012","10/15/2012","10/15/2012","46.49","0","On Time"
"2026-XLBER","5/31/2013","6/30/2013","6/26/2013","70.66","0","On Time"
"9250-VHLWY","10/5/2012","11/4/2012","10/26/2012","48.87","0","On Time"
"8942-ERSWK","7/3/2012","8/2/2012","7/11/2012","25.41","0","On Time"
"2423-QOKIO","10/2/2012","11/1/2012","11/1/2012","75.21","0","On Time"
"9149-MATVB","1/9/2013","2/8/2013","2/3/2013","65.81","0","On Time"
"6627-ELFBK","8/8/2012","9/7/2012","8/26/2012","78","0","On Time"
"7946-HJDUR","10/31/2013","11/30/2013","11/28/2013","56.48","0","On Time"
"5284-DJOZO","2/28/2012","3/29/2012","3/14/2012","78.91","0","On Time"
"8156-PCYBM","5/17/2012","6/16/2012","6/15/2012","82.2","0","On Time"
"9250-VHLWY","1/20/2013","2/19/2013","2/10/2013","65.43","0","On Time"
"8389-TCXFQ","3/10/2013","4/9/2013","4/5/2013","37.02","0","On Time"
"2687-XWAMA","5/6/2013","6/5/2013","5/9/2013","41.72","0","On Time"
"7841-HROAQ","8/8/2012","9/7/2012","9/4/2012","53.74","0","On Time"
"6077-FDQRK","7/29/2012","8/28/2012","8/16/2012","32.59","0","On Time"
"5613-UHVMG","4/16/2013","5/16/2013","5/24/2013","71.86","8","1-30 days"
"3831-FXWYK","3/29/2012","4/28/2012","5/6/2012","79.28","8","1-30 days"
"3598-DNURW","9/29/2012","10/29/2012","10/19/2012","90.91","0","On Time"
"7600-OISKG","8/1/2012","8/31/2012","8/30/2012","79.02","0","On Time"
"6048-QPZCF","9/25/2013","10/25/2013","10/19/2013","88.58","0","On Time"
"3568-JJMFW","4/25/2013","5/25/2013","5/13/2013","72.88","0","On Time"
"7050-KQLDO","3/7/2012","4/6/2012","4/5/2012","62.24","0","On Time"
"2125-HJDLA","12/30/2012","1/29/2013","2/16/2013","61.93","18","1-30 days"
"7654-DOLHO","8/11/2012","9/10/2012","9/6/2012","23.04","0","On Time"
"6004-KITZM","6/16/2012","7/16/2012","7/6/2012","65.51","0","On Time"
"7245-CKNCN","11/2/2012","12/2/2012","11/18/2012","61.57","0","On Time"
"3568-JJMFW","5/25/2013","6/24/2013","6/10/2013","96.64","0","On Time"
"9883-SDWFS","5/23/2012","6/22/2012","7/5/2012","19.01","13","1-30 days"
"8102-ABPKQ","9/22/2012","10/22/2012","11/2/2012","32.86","11","1-30 days"
"6627-ELFBK","1/20/2012","2/19/2012","2/11/2012","60.52","0","On Time"
"7260-ZHAKS","2/22/2013","3/24/2013","3/16/2013","89.44","0","On Time"
"8820-BLYDZ","1/12/2013","2/11/2013","1/21/2013","46.32","0","On Time"
"2676-DZINU","8/5/2013","9/4/2013","8/13/2013","52.5","0","On Time"
"8364-UWVLM","3/16/2013","4/15/2013","4/19/2013","62.67","4","1-30 days"
"2824-HJQPP","11/30/2012","12/30/2012","12/30/2012","100.08","0","On Time"
"4460-ZXNDN","2/23/2013","3/25/2013","4/1/2013","84.71","7","1-30 days"
"9117-LYRCE","2/20/2013","3/22/2013","3/23/2013","29.25","1","1-30 days"
"6708-DPYTF","11/11/2012","12/11/2012","12/15/2012","94.19","4","1-30 days"
"7841-HROAQ","7/24/2012","8/23/2012","8/15/2012","77.84","0","On Time"
"4092-ZAVRG","10/18/2013","11/17/2013","10/22/2013","63.56","0","On Time"
"3569-VJWXS","5/15/2013","6/14/2013","6/7/2013","35.23","0","On Time"
"4460-ZXNDN","3/25/2012","4/24/2012","4/28/2012","45.59","4","1-30 days"
"3993-QUNVJ","4/6/2013","5/6/2013","4/17/2013","76.44","0","On Time"
"7758-WKLVM","6/9/2012","7/9/2012","7/6/2012","68.06","0","On Time"
"7758-WKLVM","3/24/2012","4/23/2012","5/7/2012","63.08","14","1-30 days"
"9149-MATVB","11/28/2013","12/28/2013","12/23/2013","42.57","0","On Time"
"7856-ODQFO","3/29/2013","4/28/2013","4/24/2013","14.63","0","On Time"
"9928-IJYBQ","10/15/2012","11/14/2012","11/16/2012","32.77","2","1-30 days"
"8976-AMJEO","1/15/2012","2/14/2012","2/15/2012","57.55","1","1-30 days"
"9883-SDWFS","8/26/2013","9/25/2013","10/15/2013","49.68","20","1-30 days"
"2676-DZINU","7/14/2012","8/13/2012","8/2/2012","89.31","0","On Time"
"5573-KSOIA","8/19/2013","9/18/2013","9/26/2013","47.54","8","1-30 days"
"1080-NDGAE","8/30/2013","9/29/2013","10/3/2013","82.6","4","1-30 days"
"0783-PEPYR","8/2/2012","9/1/2012","9/13/2012","84.75","12","1-30 days"
"6391-GBFQJ","3/24/2012","4/23/2012","4/9/2012","7.11","0","On Time"
"9212-BTDMX","12/7/2012","1/6/2013","12/19/2012","77.73","0","On Time"
"7372-CESLR","4/10/2012","5/10/2012","5/4/2012","21.24","0","On Time"
"9725-EZTEJ","6/7/2012","7/7/2012","6/16/2012","72.6","0","On Time"
"6077-FDQRK","1/8/2012","2/7/2012","2/1/2012","28.84","0","On Time"
"2026-XLBER","9/13/2013","10/13/2013","10/3/2013","61.79","0","On Time"
"6833-ETVHD","5/10/2012","6/9/2012","5/30/2012","77.76","0","On Time"
"7329-TWKLF","5/19/2013","6/18/2013","6/5/2013","79.65","0","On Time"
"5529-TBPGK","3/17/2012","4/16/2012","4/15/2012","53.36","0","On Time"
"9323-NDIOV","9/2/2013","10/2/2013","9/28/2013","68.97","0","On Time"
"0709-LZRJV","6/21/2013","7/21/2013","7/12/2013","36.09","0","On Time"
"6632-CGYHU","11/21/2013","12/21/2013","11/28/2013","102.41","0","On Time"
"3568-JJMFW","6/13/2012","7/13/2012","7/10/2012","81.7","0","On Time"
"0783-PEPYR","5/27/2013","6/26/2013","7/7/2013","104.52","11","1-30 days"
"8102-ABPKQ","10/29/2012","11/28/2012","11/30/2012","49.7","2","1-30 days"
"0709-LZRJV","8/27/2013","9/26/2013","9/19/2013","62.73","0","On Time"
"6160-HCSFI","3/24/2013","4/23/2013","4/7/2013","65.37","0","On Time"
"5164-VMYWJ","10/30/2012","11/29/2012","11/17/2012","56.93","0","On Time"
"9322-YCTQO","11/30/2013","12/30/2013","1/5/2014","52.54","6","1-30 days"
"2687-XWAMA","3/9/2013","4/8/2013","3/26/2013","44.75","0","On Time"
"4640-FGEJI","4/20/2013","5/20/2013","5/16/2013","63.48","0","On Time"
"6627-ELFBK","5/11/2013","6/10/2013","5/25/2013","61.03","0","On Time"
"8942-ERSWK","3/17/2012","4/16/2012","4/12/2012","26.16","0","On Time"
"8102-ABPKQ","8/12/2013","9/11/2013","9/30/2013","49.31","19","1-30 days"
"8942-ERSWK","3/16/2013","4/15/2013","3/21/2013","13.88","0","On Time"
"8690-EEBEO","12/4/2012","1/3/2013","1/10/2013","57.78","7","1-30 days"
"1604-LIFKX","3/15/2012","4/14/2012","5/4/2012","58.17","20","1-30 days"
"1080-NDGAE","3/1/2012","3/31/2012","3/24/2012","56.54","0","On Time"
"5924-UOPGH","8/4/2013","9/3/2013","8/18/2013","65.6","0","On Time"
"2026-XLBER","9/1/2013","10/1/2013","9/12/2013","68.98","0","On Time"
"0379-NEVHP","10/24/2012","11/23/2012","11/6/2012","50.7","0","On Time"
"7245-CKNCN","5/22/2012","6/21/2012","6/13/2012","87.82","0","On Time"
"7329-TWKLF","3/10/2013","4/9/2013","4/5/2013","62.24","0","On Time"
"8156-PCYBM","1/4/2013","2/3/2013","2/3/2013","58.03","0","On Time"
"7245-CKNCN","4/17/2013","5/17/2013","4/24/2013","79.26","0","On Time"
"7372-CESLR","11/13/2013","12/13/2013","11/19/2013","23.63","0","On Time"
"4460-ZXNDN","6/13/2013","7/13/2013","7/18/2013","50.47","5","1-30 days"
"2820-XGXSB","11/28/2012","12/28/2012","12/2/2012","75.82","0","On Time"
"6831-FIODB","4/29/2012","5/29/2012","6/6/2012","52.26","8","1-30 days"
"3598-DNURW","8/31/2013","9/30/2013","9/12/2013","66.01","0","On Time"
"3568-JJMFW","5/11/2012","6/10/2012","6/7/2012","84.39","0","On Time"
"4092-ZAVRG","12/9/2012","1/8/2013","12/13/2012","81.27","0","On Time"
"6160-HCSFI","10/12/2012","11/11/2012","11/7/2012","88.47","0","On Time"
"6004-KITZM","4/13/2013","5/13/2013","5/1/2013","38.6","0","On Time"
"5875-VZQCZ","5/28/2012","6/27/2012","7/3/2012","87.48","6","1-30 days"
"9725-EZTEJ","4/11/2012","5/11/2012","5/8/2012","40.03","0","On Time"
"9928-IJYBQ","5/9/2013","6/8/2013","6/11/2013","58.83","3","1-30 days"
"8389-TCXFQ","8/23/2012","9/22/2012","9/22/2012","63.12","0","On Time"
"9149-MATVB","8/28/2013","9/27/2013","9/17/2013","63.02","0","On Time"
"3569-VJWXS","5/14/2013","6/13/2013","5/29/2013","43.67","0","On Time"
"9174-IYKOC","8/9/2013","9/8/2013","9/2/2013","66.82","0","On Time"
"9883-SDWFS","6/13/2012","7/13/2012","7/9/2012","38.06","0","On Time"
"7654-DOLHO","10/6/2012","11/5/2012","11/4/2012","47.44","0","On Time"
"5284-DJOZO","4/16/2013","5/16/2013","5/6/2013","88.74","0","On Time"
"8820-BLYDZ","9/3/2012","10/3/2012","9/16/2012","64.95","0","On Time"
"6627-ELFBK","2/15/2013","3/17/2013","3/1/2013","65.28","0","On Time"
"6391-GBFQJ","10/4/2013","11/3/2013","10/17/2013","24.77","0","On Time"
"8156-PCYBM","5/28/2013","6/27/2013","6/27/2013","74.59","0","On Time"
"9322-YCTQO","11/25/2013","12/25/2013","12/27/2013","107.04","2","1-30 days"
"6160-HCSFI","9/24/2012","10/24/2012","10/16/2012","55.36","0","On Time"
"7758-WKLVM","2/15/2012","3/16/2012","3/25/2012","56.36","9","1-30 days"
"7372-CESLR","5/16/2012","6/15/2012","6/1/2012","50.58","0","On Time"
"0706-NRGUP","8/27/2013","9/26/2013","10/1/2013","57.2","5","1-30 days"
"8156-PCYBM","10/7/2013","11/6/2013","11/3/2013","63.39","0","On Time"
"0709-LZRJV","2/28/2012","3/29/2012","3/19/2012","40.49","0","On Time"
"7260-ZHAKS","5/6/2012","6/5/2012","6/11/2012","77.53","6","1-30 days"
"9323-NDIOV","7/13/2013","8/12/2013","8/7/2013","44.48","0","On Time"
"7209-MDWKR","8/19/2013","9/18/2013","9/19/2013","51.86","1","1-30 days"
"3448-OWJOT","7/28/2012","8/27/2012","9/7/2012","59.64","11","1-30 days"
"0625-TNJFG","8/25/2013","9/24/2013","9/11/2013","50.17","0","On Time"
"9014-WENVB","3/14/2013","4/13/2013","4/16/2013","60.64","3","1-30 days"
"5573-KSOIA","10/28/2013","11/27/2013","11/22/2013","67.26","0","On Time"
"9014-WENVB","7/20/2013","8/19/2013","8/14/2013","48.93","0","On Time"
"8389-TCXFQ","5/23/2013","6/22/2013","6/15/2013","71.65","0","On Time"
"9928-IJYBQ","11/29/2013","12/29/2013","12/26/2013","54.16","0","On Time"
"0625-TNJFG","8/1/2012","8/31/2012","8/31/2012","64.44","0","On Time"
"9250-VHLWY","4/15/2013","5/15/2013","5/7/2013","65.19","0","On Time"
"7209-MDWKR","2/11/2012","3/12/2012","3/18/2012","39.67","6","1-30 days"
"6391-GBFQJ","10/30/2013","11/29/2013","11/15/2013","30.47","0","On Time"
"2687-XWAMA","12/19/2012","1/18/2013","1/1/2013","29.64","0","On Time"
"6391-GBFQJ","9/11/2012","10/11/2012","9/27/2012","10.23","0","On Time"
"0709-LZRJV","3/12/2012","4/11/2012","4/12/2012","67.83","1","1-30 days"
"5573-KSOIA","12/23/2012","1/22/2013","2/7/2013","92.94","16","1-30 days"
"8690-EEBEO","3/20/2012","4/19/2012","5/1/2012","29.34","12","1-30 days"
"5920-DPXLN","11/22/2013","12/22/2013","12/4/2013","44.71","0","On Time"
"4651-PMEXQ","9/29/2012","10/29/2012","10/21/2012","63.1","0","On Time"
"6177-VTITE","5/23/2012","6/22/2012","6/9/2012","48.03","0","On Time"
"0688-XNJRO","9/15/2013","10/15/2013","10/28/2013","33.37","13","1-30 days"
"8389-TCXFQ","8/15/2013","9/14/2013","8/29/2013","74.05","0","On Time"
"8942-ERSWK","1/12/2013","2/11/2013","1/21/2013","14.09","0","On Time"
"7695-NKUXM","9/10/2013","10/10/2013","10/3/2013","55.6","0","On Time"
"9149-MATVB","9/13/2013","10/13/2013","9/25/2013","37.88","0","On Time"
"1604-LIFKX","4/25/2013","5/25/2013","6/3/2013","47.82","9","1-30 days"
"0379-NEVHP","9/7/2013","10/7/2013","9/13/2013","62.88","0","On Time"
"9771-QTLGZ","4/29/2013","5/29/2013","5/3/2013","49.21","0","On Time"
"9181-HEKGV","4/16/2012","5/16/2012","6/18/2012","88.84","33","31-60 days"
"0709-LZRJV","10/30/2012","11/29/2012","11/29/2012","70.82","0","On Time"
"4640-FGEJI","1/11/2012","2/10/2012","2/8/2012","84.42","0","On Time"
"6391-GBFQJ","7/4/2013","8/3/2013","7/18/2013","10.76","0","On Time"
"7654-DOLHO","9/13/2012","10/13/2012","10/5/2012","8.22","0","On Time"
"0783-PEPYR","11/2/2012","12/2/2012","12/4/2012","62.27","2","1-30 days"
"3569-VJWXS","12/26/2012","1/25/2013","1/21/2013","34.86","0","On Time"
"5164-VMYWJ","8/29/2012","9/28/2012","10/3/2012","71.79","5","1-30 days"
"5613-UHVMG","6/22/2012","7/22/2012","8/3/2012","49.71","12","1-30 days"
"8820-BLYDZ","8/22/2013","9/21/2013","8/28/2013","70.91","0","On Time"
"2820-XGXSB","7/8/2012","8/7/2012","7/13/2012","81.62","0","On Time"
"3598-DNURW","3/30/2012","4/29/2012","4/24/2012","58.57","0","On Time"
"2447-JCFGW","6/19/2012","7/19/2012","7/21/2012","55.73","2","1-30 days"
"9771-QTLGZ","5/16/2012","6/15/2012","5/31/2012","32.88","0","On Time"
"7050-KQLDO","11/28/2012","12/28/2012","12/18/2012","36.55","0","On Time"
"9928-IJYBQ","5/31/2013","6/30/2013","7/8/2013","66.38","8","1-30 days"
"8887-NCUZC","6/17/2012","7/17/2012","7/5/2012","10.73","0","On Time"
"6160-HCSFI","12/2/2012","1/1/2013","12/27/2012","58.05","0","On Time"
"1447-YZKCL","8/1/2012","8/31/2012","9/13/2012","62.66","13","1-30 days"
"7329-TWKLF","5/5/2013","6/4/2013","5/25/2013","66.46","0","On Time"
"9286-VLKMI","3/28/2012","4/27/2012","4/4/2012","29.7","0","On Time"
"6296-UKEUZ","6/9/2012","7/9/2012","6/11/2012","48.25","0","On Time"
"2026-XLBER","6/21/2013","7/21/2013","7/5/2013","37.13","0","On Time"
"0688-XNJRO","6/15/2013","7/15/2013","7/23/2013","9.52","8","1-30 days"
"3448-OWJOT","12/11/2012","1/10/2013","1/14/2013","59.83","4","1-30 days"
"0465-DTULQ","12/28/2012","1/27/2013","1/25/2013","58.71","0","On Time"
"9771-QTLGZ","7/25/2012","8/24/2012","8/15/2012","29.85","0","On Time"
"0379-NEVHP","3/1/2012","3/31/2012","4/17/2012","48.65","17","1-30 days"
"7228-LEPPM","9/27/2012","10/27/2012","11/9/2012","35.48","13","1-30 days"
"9149-MATVB","12/5/2012","1/4/2013","1/6/2013","42.28","2","1-30 days"
"4651-PMEXQ","4/30/2012","5/30/2012","5/22/2012","83.7","0","On Time"
"7938-EVASK","6/13/2013","7/13/2013","7/14/2013","58.43","1","1-30 days"
"6833-ETVHD","10/25/2013","11/24/2013","11/10/2013","85.06","0","On Time"
"4632-QZOKX","2/27/2012","3/28/2012","4/13/2012","70.89","16","1-30 days"
"9883-SDWFS","8/17/2013","9/16/2013","9/20/2013","45.18","4","1-30 days"
"5592-UQXSS","11/15/2013","12/15/2013","12/31/2013","21.94","16","1-30 days"
"1447-YZKCL","5/5/2012","6/4/2012","6/12/2012","55.78","8","1-30 days"
"3598-DNURW","6/20/2013","7/20/2013","7/8/2013","69.03","0","On Time"
"8976-AMJEO","4/3/2013","5/3/2013","5/19/2013","90.34","16","1-30 days"
"2621-XCLEH","2/22/2012","3/23/2012","4/5/2012","69.8","13","1-30 days"
"8976-AMJEO","10/25/2012","11/24/2012","11/23/2012","51.96","0","On Time"
"2676-DZINU","7/26/2012","8/25/2012","8/16/2012","84.26","0","On Time"
"0688-XNJRO","9/8/2013","10/8/2013","10/26/2013","22.9","18","1-30 days"
"5148-SYKLB","6/18/2012","7/18/2012","8/2/2012","58.35","15","1-30 days"
"2820-XGXSB","5/23/2012","6/22/2012","5/30/2012","65.25","0","On Time"
"3569-VJWXS","3/15/2012","4/14/2012","4/7/2012","39.66","0","On Time"
"0688-XNJRO","4/15/2012","5/15/2012","6/3/2012","35.3","19","1-30 days"
"9250-VHLWY","12/1/2012","12/31/2012","12/24/2012","63.43","0","On Time"
"9928-IJYBQ","7/3/2012","8/2/2012","8/7/2012","45.8","5","1-30 days"
"4651-PMEXQ","4/7/2013","5/7/2013","4/28/2013","89.06","0","On Time"
"5875-VZQCZ","5/27/2012","6/26/2012","7/4/2012","70.07","8","1-30 days"
"0706-NRGUP","11/28/2013","12/28/2013","12/26/2013","29.37","0","On Time"
"0688-XNJRO","9/30/2012","10/30/2012","11/14/2012","46.4","15","1-30 days"
"0783-PEPYR","9/17/2013","10/17/2013","11/13/2013","72.87","27","1-30 days"
"7938-EVASK","6/5/2013","7/5/2013","7/26/2013","103.11","21","1-30 days"
"9758-AIEIK","4/29/2013","5/29/2013","5/15/2013","65.71","0","On Time"
"5592-UQXSS","8/28/2013","9/27/2013","10/12/2013","52.94","15","1-30 days"
"3271-YDPUJ","4/5/2013","5/5/2013","4/26/2013","50.86","0","On Time"
"7372-CESLR","2/8/2012","3/9/2012","3/3/2012","30.74","0","On Time"
"9841-XLGBV","7/6/2013","8/5/2013","8/1/2013","36.33","0","On Time"
"5196-TWQXF","10/30/2013","11/29/2013","11/19/2013","75.06","0","On Time"
"0625-TNJFG","10/31/2012","11/30/2012","11/15/2012","37.9","0","On Time"
"9725-EZTEJ","7/8/2012","8/7/2012","8/10/2012","107.04","3","1-30 days"
"1080-NDGAE","5/10/2013","6/9/2013","6/15/2013","74.5","6","1-30 days"
"0706-NRGUP","5/22/2012","6/21/2012","6/28/2012","35.02","7","1-30 days"
"4640-FGEJI","5/12/2013","6/11/2013","6/22/2013","100.16","11","1-30 days"
"9117-LYRCE","3/5/2012","4/4/2012","4/22/2012","68.66","18","1-30 days"
"6831-FIODB","1/15/2012","2/14/2012","2/13/2012","46.28","0","On Time"
"9758-AIEIK","3/11/2012","4/10/2012","4/21/2012","61.19","11","1-30 days"
"7946-HJDUR","5/4/2013","6/3/2013","6/4/2013","43.28","1","1-30 days"
